Geneid,Chr,Start,End,Strand,Length,T:1.5h-28C-1,T:1.5h-28C-2,T:1.5h-28C-3,T:3h-28C-1,T:3h-28C-2,T:3h-28C-3,T:9h-28C-1,T:9h-28C-2,T:9h-28C-3,C:1,C:2,C:3
gene:Solyc00g113750.2,SL3.0ch00,15282747,15283610,-,864,0,0,0,0,0,0,2,0,0,0,0,0
gene:Solyc00g114550.1,SL3.0ch00,15308475,15309200,+,726,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g117450.2,SL3.0ch00;SL3.0ch00,15410043;15410162,15410065;15410790,-;-,652,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g117650.1,SL3.0ch00,15419606,15419851,-,246,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g117653.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15441009;15442180;15443485;15444736,15441532;15442259;15443530;15444881,-;-;-;-,796,11,10,7,6,15,9,13,2,15,3,11,12
gene:Solyc00g118680.2,SL3.0ch00;SL3.0ch00,15444534;15446257,15444794;15446465,-;-,470,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g117655.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15444703;15446272;15446509;15446689,15444788;15446463;15446548;15446728,+;+;+;+,358,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g118690.1,SL3.0ch00,15446368,15446628,+,261,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g117657.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15478195;15478506;15478813;15483146,15478454;15478771;15478860;15483243,+;+;+;+,672,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g120120.1,SL3.0ch00;SL3.0ch00,15486122;15486435,15486338;15486544,-;-,327,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g120820.1,SL3.0ch00;SL3.0ch00,15509961;15510509,15510358;15510542,+;+,432,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g120830.1,SL3.0ch00,15511776,15512624,+,849,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g120930.2,SL3.0ch00,15516183,15516659,-,477,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g121230.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15523636;15524122;15526163;15526425,15524000;15524831;15526330;15526756,-;-;-;-,1575,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g121235.1,SL3.0ch00,15568461,15568841,+,381,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g122530.1,SL3.0ch00,15568854,15569216,-,363,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g123030.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,15585144;15585302;15585611,15585233;15585515;15586020,+;+;+,714,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g123040.2,SL3.0ch00;SL3.0ch00,15587525;15588219,15587998;15588388,+;+,644,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g123240.1,SL3.0ch00;SL3.0ch00,15594270;15594410,15594366;15594513,+;+,201,0,2,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g124840.2,SL3.0ch00,15645972,15646391,-,420,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g124850.1,SL3.0ch00,15646440,15646733,-,294,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g124860.2,SL3.0ch00,15648383,15649240,+,858,22,2,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g125260.2,SL3.0ch00;SL3.0ch00,15659624;15660110,15660054;15660611,+;+,933,0,0,0,0,0,0,0,0,2,0,0,0
gene:Solyc00g125270.2,SL3.0ch00;SL3.0ch00,15661840;15662348,15662282;15662720,+;+,816,0,0,0,0,4,0,0,0,0,0,0,0
gene:Solyc00g125275.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15671214;15672105;15672570;15677992,15671903;15672496;15672689;15678108,-;-;-;-,1319,3,10,4,4,4,2,2,8,8,2,12,9
gene:Solyc00g125980.1,SL3.0ch00,15684095,15684298,+,204,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g125990.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,15684095;15684342;15684578,15684200;15684490;15685321,+;+;+,999,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g126000.1,SL3.0ch00,15685424,15685576,+,153,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g126010.1,SL3.0ch00,15685741,15685914,+,174,0,0,0,0,0,2,0,0,0,0,0,0
gene:Solyc00g126420.2,SL3.0ch00,15693080,15693391,-,312,0,0,6,0,0,0,0,0,0,0,0,0
gene:Solyc00g126430.1,SL3.0ch00,15693543,15694406,+,864,0,0,0,0,2,0,0,0,0,0,2,0
gene:Solyc00g126440.2,SL3.0ch00;SL3.0ch00,15695497;15696096,15696004;15696169,-;-,582,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g127540.2,SL3.0ch00,15729878,15730171,-,294,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g127545.1,SL3.0ch00,15729899,15730150,+,252,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g127550.1,SL3.0ch00,15730326,15730775,-,450,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g127560.2,SL3.0ch00,15731903,15733087,-,1185,0,0,0,0,0,0,2,0,0,0,0,0
gene:Solyc00g127660.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15733216;15733539;15733884;15734165;15734297,15733400;15733591;15733956;15734209;15734660,+;+;+;+;+,720,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g127670.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15733216;15735270;15735443;15735601;15735962;15736198;15736354,15735187;15735371;15735514;15735643;15736005;15736257;15736452,-;-;-;-;-;-;-,2392,78,102,94,63,72,92,83,78,87,93,117,90
gene:Solyc00g127870.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15739889;15741195;15741972;15742493;15742795,15739982;15741447;15742044;15742611;15743126,+;+;+;+;+,871,6689,6947,5601,6532,6969,7418,7855,7920,8577,7833,8248,9965
gene:Solyc00g128870.3,SL3.0ch00;SL3.0ch00,15773535;15774482,15773732;15774823,+;+,540,2,6,8,6,4,2,8,10,4,4,6,4
gene:Solyc00g128875.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,15773575;15799759;15802093,15773722;15800541;15802112,-;-;-,951,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g129670.2,SL3.0ch00,15799767,15800606,+,840,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g129680.2,SL3.0ch00,15802305,15802940,+,636,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g129685.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15802370;15809672;15809801;15810171,15802915;15809762;15810032;15810501,-;-;-;-,1200,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g129880.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15809078;15809710;15810216;15812022,15809132;15810071;15810491;15812468,+;+;+;+,1140,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g129980.1,SL3.0ch00,15812598,15812774,-,177,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g130180.2,SL3.0ch00,15816283,15816801,-,519,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g130190.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15816868;15818807;15819167;15819607,15817120;15819085;15819461;15820972,-;-;-;-,2193,0,0,0,0,0,2,0,0,0,0,0,4
gene:Solyc00g130290.1,SL3.0ch00,15821970,15822758,+,789,0,0,0,2,0,0,0,0,0,0,0,2
gene:Solyc00g130690.1,SL3.0ch00,15833087,15834040,-,954,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g130700.2,SL3.0ch00,15835139,15835783,-,645,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g130800.2,SL3.0ch00,15836144,15837292,+,1149,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g130810.1,SL3.0ch00,15838862,15839293,-,432,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g131610.2,SL3.0ch00,15863111,15863687,-,577,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g133110.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,15908555;15910331;15910780;15911014;15911849;15912490;15914100,15910255;15910638;15910885;15911180;15912303;15912692;15914969,-;-;-;-;-;-;-,3810,52,49,54,52,56,43,62,55,63,65,87,76
gene:Solyc00g133710.2,SL3.0ch00,15931462,15932262,-,801,0,0,2,2,0,0,0,0,0,0,0,0
gene:Solyc00g133720.2,SL3.0ch00,15934472,15934609,-,138,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g134620.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,15961407;15962001;15963754,15961726;15962280;15963948,-;-;-,795,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g134820.1,SL3.0ch00,15967397,15968146,+,750,4,0,4,0,0,0,0,4,0,0,0,0
gene:Solyc00g134830.1,SL3.0ch00;SL3.0ch00,15968198;15968902,15968806;15969831,+;+,1539,2,0,8,0,0,0,2,0,0,0,2,0
gene:Solyc00g134840.1,SL3.0ch00,15970046,15970492,-,447,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g135040.2,SL3.0ch00;SL3.0ch00,15973859;15974578,15974421;15974713,-;-,699,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g135050.2,SL3.0ch00,15975262,15975684,-,423,0,0,0,0,0,0,0,0,2,0,0,0
gene:Solyc00g135060.1,SL3.0ch00,15975834,15976847,+,1014,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g135260.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,15980949;15981359;15983280,15981287;15981682;15983450,-;-;-,834,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g136260.1,SL3.0ch00,16014989,16015399,-,411,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g136560.3,SL3.0ch00;SL3.0ch00,16022592;16022817,16022710;16023309,-;-,612,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g136565.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,16070948;16072158;16072822;16073774,16071024;16072596;16073146;16074068,+;+;+;+,1136,0,0,0,0,0,0,0,0,2,0,0,0
gene:Solyc00g139760.2,SL3.0ch00;SL3.0ch00,16125537;16127758,16126736;16128726,-;-,2169,0,0,0,1,0,2,0,0,6,0,0,0
gene:Solyc00g140060.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,16135135;16135509;16137025;16137206;16137402,16135318;16135618;16137098;16137284;16137850,-;-;-;-;-,896,430,395,627,458,507,459,558,466,555,607,545,515
gene:Solyc00g141360.1,SL3.0ch00;SL3.0ch00,16178730;16178975,16178769;16179624,-;-,690,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g141560.2,SL3.0ch00;SL3.0ch00,16183001;16184756,16183707;16184920,-;-,872,11,13,15,14,10,14,13,10,13,14,24,6
gene:Solyc00g142170.3,SL3.0ch00;SL3.0ch00,16202588;16203167,16202812;16203631,-;-,690,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g142160.1,SL3.0ch00,16202772,16203089,-,318,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g143770.2,SL3.0ch00;SL3.0ch00,16252883;16255222,16252992;16255415,-;-,304,20,22,8,17,15,8,18,18,13,14,26,24
gene:Solyc00g144470.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,16274992;16275442;16275881;16276261;16276570;16276756;16277107;16277382,16275390;16275783;16276060;16276450;16276673;16277044;16277282;16277549,+;+;+;+;+;+;+;+,1848,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g143777.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,16275655;16275881;16276261;16287910;16288078;16289602,16275783;16276033;16276396;16287964;16288156;16289691,+;+;+;+;+;+,642,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g145170.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,16297401;16297627;16298069,16297508;16297964;16298401,+;+;+,779,3,1,3,12,5,6,10,6,3,3,3,7
gene:Solyc00g147570.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,16371790;16372856;16373094;16373652;16373930;16374518,16372659;16372918;16373452;16373799;16374051;16374656,-;-;-;-;-;-,1701,114,121,115,119,109,125,152,90,91,108,127,132
gene:Solyc00g147577.1,SL3.0ch00;SL3.0ch00,16446689;16448813,16447176;16449035,-;-,711,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g153680.1,SL3.0ch00;SL3.0ch00,16560753;16562163,16561331;16562300,-;-,717,0,0,2,4,5,2,0,0,2,4,2,4
gene:Solyc00g153980.1,SL3.0ch00,16570349,16570516,+,168,0,0,0,0,0,0,0,0,1,0,0,0
gene:Solyc00g154480.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,16587757;16587784;16588122;16588372;16589183,16587770;16588002;16588266;16588617;16589470,+;+;+;+;+,912,0,0,0,0,0,0,0,0,0,0,2,0
gene:Solyc00g154980.1,SL3.0ch00;SL3.0ch00,16599743;16600678,16600070;16601240,+;+,891,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g156980.3,SL3.0ch00;SL3.0ch00,16660247;16661056,16660638;16661243,-;-,580,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g157080.2,SL3.0ch00;SL3.0ch00,16663034;16664600,16663439;16665258,+;+,1065,393,324,598,360,511,581,591,322,474,385,469,435
gene:Solyc00g157083.1,SL3.0ch00;SL3.0ch00,16663384;16664602,16663459;16665258,+;+,733,1,2,0,0,0,0,0,0,0,0,2,2
gene:Solyc00g157087.1,SL3.0ch00;SL3.0ch00,16678765;16679232,16679141;16679872,+;+,1018,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g160780.2,SL3.0ch00;SL3.0ch00,16774424;16775135,16774512;16775550,+;+,505,4,0,0,0,0,0,0,0,0,2,0,0
gene:Solyc00g160785.1,SL3.0ch00;SL3.0ch00,16791886;16794568,16793666;16794746,-;-,1960,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc09g056230.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,16858030;16858146;16858489,16858047;16858404;16858658,+;+;+,447,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g164580.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,16886714;16887397;16887671,16886873;16887571;16887869,+;+;+,534,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g164680.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,16889527;16889813;16890104;16890400;16890565;16891806,16889710;16889938;16890295;16890486;16891179;16892168,+;+;+;+;+;+,1567,14,18,20,44,30,10,26,8,20,16,34,38
gene:Solyc00g165190.1,SL3.0ch00,16906582,16906800,+,219,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g165195.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,16942391;16943278;16943744;16944061,16942916;16943342;16943961;16944459,+;+;+;+,1208,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g167290.1,SL3.0ch00,16965804,16966496,+,693,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g167300.2,SL3.0ch00,16967560,16968570,+,1011,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g167800.1,SL3.0ch00;SL3.0ch00,16981827;16982157,16982067;16982302,+;+,387,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g170200.1,SL3.0ch00,17050327,17050710,+,384,0,0,0,2,0,0,0,0,0,0,0,0
gene:Solyc00g170210.3,SL3.0ch00;SL3.0ch00,17051148;17051912,17051424;17052994,-;-,1360,14,22,12,10,6,12,16,6,22,16,8,20
gene:Solyc00g170510.2,SL3.0ch00;SL3.0ch00;SL3.0ch00,17058892;17059534;17060351,17059439;17059867;17061068,-;-;-,1600,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g171710.2,SL3.0ch00;SL3.0ch00,17094061;17095388,17094424;17096430,+;+,1407,3053,2873,2832,3360,3280,3356,3492,3379,3450,3577,3878,4158
gene:Solyc00g171810.3,SL3.0ch00;SL3.0ch00,17096534;17097283,17097069;17098009,-;-,1263,0,4,0,6,0,0,0,2,0,2,0,2
gene:Solyc00g172410.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17114327;17114632;17114782;17115151;17115398;17115704;17115920;17116352;17116480,17114540;17114700;17115076;17115221;17115615;17115828;17116045;17116395;17116659,-;-;-;-;-;-;-;-;-,1342,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g173430.2,SL3.0ch00;SL3.0ch00,17141052;17141263,17141189;17141511,+;+,387,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g174330.3,SL3.0ch00;SL3.0ch00,17165916;17167430,17166380;17167463,-;-,499,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g174340.2,SL3.0ch00;SL3.0ch00,17166163;17167671,17166402;17168117,-;-,687,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g174345.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,17185581;17192122;17192555,17185770;17192129;17192623,+;+;+,267,0,0,1,0,2,0,0,0,0,0,0,0
gene:Solyc00g178340.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17281850;17282290;17282536;17282804,17282142;17282464;17282712;17282980,+;+;+;+,822,0,0,3,2,0,2,0,2,0,0,0,2
gene:Solyc00g179240.2,SL3.0ch00;SL3.0ch00,17305800;17306201,17305999;17306300,-;-,300,18,10,14,10,19,10,8,20,18,6,16,10
gene:Solyc00g180440.2,SL3.0ch00;SL3.0ch00,17341808;17341980,17341935;17342216,-;-,365,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g180840.2,SL3.0ch00;SL3.0ch00,17351036;17351240,17351144;17353386,+;+,2256,314,341,263,344,300,369,301,328,372,353,348,352
gene:Solyc00g181240.1,SL3.0ch00,17363006,17363185,-,180,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g181250.2,SL3.0ch00;SL3.0ch00,17363283;17363493,17363441;17364127,+;+,794,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g183050.2,SL3.0ch00,17413774,17413890,+,117,0,2,4,10,4,8,4,10,2,0,8,6
gene:Solyc00g183055.1,SL3.0ch00,17427034,17427915,+,882,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g183550.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17427049;17428037;17428923;17429103,17427953;17428820;17429039;17429702,-;-;-;-,2406,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g183555.1,SL3.0ch00;SL3.0ch00,17428038;17439926,17429700;17439936,+;+,1674,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g184350.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17449416;17450327;17450752;17451938,17449862;17450608;17451845;17452113,-;-;-;-,1999,45,37,36,30,25,33,39,34,33,31,54,38
gene:Solyc00g184357.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17471820;17472457;17473419;17473624;17473723,17472095;17473360;17473588;17473674;17473980,+;+;+;+;+,1659,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g185750.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17488777;17488970;17489150;17489576;17490058;17490318,17488914;17489055;17489502;17489908;17490209;17490434,-;-;-;-;-;-,1179,0,0,0,0,0,0,2,0,0,0,0,0
gene:Solyc00g185850.1,SL3.0ch00,17491696,17491914,+,219,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g187050.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17523484;17524782;17524978;17525126;17525390;17525587;17525898;17526174;17527042,17523521;17524886;17525038;17525299;17525516;17525815;17526092;17526579;17527227,-;-;-;-;-;-;-;-;-,1521,4,9,8,2,5,16,11,9,10,13,14,9
gene:Solyc00g188750.1,SL3.0ch00,17572440,17572673,-,234,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g188850.3,SL3.0ch00;SL3.0ch00,17576035;17577039,17576563;17577134,-;-,625,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g188853.1,SL3.0ch00,17577167,17577252,-,86,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g195350.2,SL3.0ch00;SL3.0ch00,17753072;17753240,17753119;17753554,+;+,363,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g188855.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,17753240;17754129;17754511,17753333;17754280;17754582,+;+;+,318,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g195360.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,17753903;17754107;17754499,17754031;17754307;17754966,+;+;+,798,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g188857.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17774480;17775304;17775538;17776223;17776443;17776689;17776992,17774677;17775468;17775660;17776298;17776590;17776905;17777064,+;+;+;+;+;+;+,1000,0,0,0,0,2,0,0,2,2,0,0,0
gene:Solyc00g198360.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,17835211;17835576;17836031,17835498;17835930;17836080,-;-;-,693,2,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g201060.1,SL3.0ch00,17908066,17908218,+,153,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g201160.3,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,17909734;17910485;17910878;17911113;17911450;17911793,17910164;17910783;17911028;17911350;17911660;17912082,-;-;-;-;-;-,1620,4,6,2,2,2,0,4,2,0,4,0,0
gene:Solyc00g201165.1,SL3.0ch00;SL3.0ch00;SL3.0ch00,17918943;17919224;17919874,17919149;17919774;17919894,-;-;-,779,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g202560.2,SL3.0ch00;SL3.0ch00,17947081;17947147,17947083;17948067,+;+,924,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g203660.2,SL3.0ch00;SL3.0ch00,17976547;17976804,17976651;17977333,-;-,635,2,3,0,4,0,0,0,2,0,2,0,0
gene:Solyc00g207960.1,SL3.0ch00;SL3.0ch00,18092782;18093400,18092866;18093761,+;+,447,2,1,0,4,0,2,2,3,0,6,6,4
gene:Solyc00g209460.2,SL3.0ch00;SL3.0ch00,18132001;18132605,18132515;18132723,-;-,634,4,2,2,0,2,8,2,0,0,0,0,0
gene:Solyc12g062400.2,SL3.0ch00,18135197,18135298,+,102,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g210860.1,SL3.0ch00,18168391,18168651,-,261,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g212260.2,SL3.0ch00;SL3.0ch00,18206317;18207465,18206877;18208702,+;+,1799,10,22,11,8,5,24,27,9,20,10,16,22
gene:Solyc00g212265.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,18210151;18210519;18210731;18210957;18211054;18225256,18210177;18210592;18210863;18211020;18211328;18225324,+;+;+;+;+;+,642,0,0,0,0,1,0,0,0,0,0,0,0
gene:Solyc00g213960.1,SL3.0ch00,18249580,18249762,-,183,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g215560.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,18289742;18290457;18290618;18290830;18291302;18291529;18291826,18289787;18290508;18290665;18291211;18291429;18291623;18292239,+;+;+;+;+;+;+,1165,302,288,321,349,382,391,444,390,479,370,404,367
gene:Solyc00g217560.1,SL3.0ch00,18341729,18342256,+,528,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g217960.1,SL3.0ch00,18352139,18352582,+,444,2,6,6,6,10,2,2,4,6,6,4,4
gene:Solyc00g218560.1,SL3.0ch00,18367326,18367559,-,234,6,2,4,2,2,2,0,0,8,2,0,6
gene:Solyc00g222060.1,SL3.0ch00;SL3.0ch00,18458009;18458793,18458138;18458932,+;+,270,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g222063.1,SL3.0ch00;SL3.0ch00,18463233;18463535,18463431;18464571,+;+,1236,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g222067.1,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,18561042;18561364;18569454;18569813;18570725;18574297,18561074;18561417;18569501;18569884;18570769;18574305,-;-;-;-;-;-,261,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g226760.1,SL3.0ch00,18577850,18578839,+,990,4,0,0,2,0,0,0,0,0,0,0,0
gene:Solyc00g227860.1,SL3.0ch00,18605338,18606750,-,1413,0,0,0,0,0,0,2,0,0,0,0,0
gene:Solyc00g227960.1,SL3.0ch00;SL3.0ch00,18608155;18608848,18608778;18609144,+;+,921,1,0,0,2,0,0,0,0,2,0,0,0
gene:Solyc00g230060.2,SL3.0ch00;SL3.0ch00,18659730;18660141,18660013;18660696,+;+,840,14,24,20,25,27,22,28,15,13,27,23,25
gene:Solyc00g230070.1,SL3.0ch00,18660832,18661095,-,264,1,12,4,8,5,10,10,6,4,10,17,24
gene:Solyc00g230080.1,SL3.0ch00,18661151,18661507,-,357,0,6,7,2,6,12,6,12,14,17,16,18
gene:Solyc00g230280.1,SL3.0ch00,18664982,18665377,-,396,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g231680.2,SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00;SL3.0ch00,18700159;18700742;18701025;18701217;18701533,18700671;18700944;18701147;18701411;18701854,-;-;-;-;-,1356,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g231780.2,SL3.0ch00;SL3.0ch00,18702994;18703587,18703253;18703657,-;-,331,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g233480.1,SL3.0ch00,18744918,18745469,-,552,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc00g237680.2,SL3.0ch00;SL3.0ch00,18849434;18851426,18850662;18851520,+;+,1324,0,0,0,0,0,0,0,0,0,0,0,0
